"year","iso3","country","annual_precip","Value.Footnotes","Unit","annual_precip_lag","annual_precip_km","temp_IQR","mean.pct.change","cause_name","measure_name","metric_name","location_name","disease_value","disease_upperCI","disease_lowerCI","refugee_type","num_refugee_persons","urban_perc"
1991,"HUN","Hungary",55480,"","million cubic metres",46779,27.74,13.2317475,0.753255429495248,"Dengue","Incidence","Percent","Hungary",0,0,0,"Asylum-seekers (pending cases)",0,65.713
1991,"HUN","Hungary",55480,"","million cubic metres",46779,27.74,13.2317475,0.753255429495248,"Dengue","Incidence","Percent","Hungary",0,0,0,"Returned refugees",7650,65.713
1991,"HUN","Hungary",55480,"","million cubic metres",46779,27.74,13.2317475,0.753255429495248,"Dengue","Incidence","Percent","Hungary",0,0,0,"Internally displaced persons (IDPs)",0,65.713
1991,"HUN","Hungary",55480,"","million cubic metres",46779,27.74,13.2317475,0.753255429495248,"Dengue","Incidence","Percent","Hungary",0,0,0,"Returned IDPs",0,65.713
1991,"HUN","Hungary",55480,"","million cubic metres",46779,27.74,13.2317475,0.753255429495248,"Dengue","Incidence","Percent","Hungary",0,0,0,"Stateless persons",0,65.713
1991,"HUN","Hungary",55480,"","million cubic metres",46779,27.74,13.2317475,0.753255429495248,"Dengue","Incidence","Percent","Hungary",0,0,0,"Others of concern",0,65.713
1991,"HUN","Hungary",55480,"","million cubic metres",46779,27.74,13.2317475,0.753255429495248,"Dengue","Incidence","Percent","Hungary",0,0,0,"Total Population",81488,65.713
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Refugees (incl. refugee-like situations)",550,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Asylum-seekers (pending cases)",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Returned refugees",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Internally displaced persons (IDPs)",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Returned IDPs",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Stateless persons",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Others of concern",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Malaria","Incidence","Percent","Poland",0,0,0,"Total Population",550,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Refugees (incl. refugee-like situations)",550,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Asylum-seekers (pending cases)",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Returned refugees",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Internally displaced persons (IDPs)",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Returned IDPs",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Stateless persons",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Others of concern",0,61.315
1991,"POL","Poland",188991.796875,"","million cubic metres",203124.90625,94.4958984375,11.5416925,0.96226108419553,"Dengue","Incidence","Percent","Poland",0,0,0,"Total Population",550,61.315
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Refugees (incl. refugee-like situations)",24292,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Asylum-seekers (pending cases)",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Returned refugees",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Internally displaced persons (IDPs)",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Returned IDPs",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Stateless persons",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Others of concern",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Dengue","Incidence","Percent","Belgium",0,0,0,"Total Population",24292,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Refugees (incl. refugee-like situations)",24292,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Asylum-seekers (pending cases)",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Returned refugees",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Internally displaced persons (IDPs)",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Returned IDPs",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Stateless persons",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Others of concern",0,96.542
1992,"BEL","Belgium",29019.900390625,"","million cubic metres",23604.19921875,14.5099501953125,9.3786825,0.351116629486805,"Malaria","Incidence","Percent","Belgium",0,0,0,"Total Population",24292,96.542
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Refugees (incl. refugee-like situations)",80,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Asylum-seekers (pending cases)",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Returned refugees",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Internally displaced persons (IDPs)",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Returned IDPs",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Stateless persons",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Others of concern",0,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Malaria","Incidence","Percent","Cyprus",0,0,0,"Total Population",80,67.598
1992,"CYP","Cyprus",2998,"","million cubic metres",3663,1.499,13.20416,0.244316494995294,"Dengue","Incidence","Percent","Cyprus",0,0,0,"Refugees (incl. refugee-like situations)",80,67.598
